name,direction,latitude,longitude,atco,locality,indicator
"Wexham Court, Wexham Post Office (opp)",N,51.530094,-0.578703,03700047,Wexham Court,opp
"Wexham Street, Berry Farm (adj)",N,51.537874,-0.575594,040000001274,Wexham Street,adj
"Wexham Street, Plough Lane (adj)",N,51.542371,-0.573464,040000001276,Wexham Street,adj
"Wexham Street, The Stag PH (adj)",N,51.545381,-0.571076,040000001278,Wexham Street,adj
"Wexham Street, Hollybush Hill (adj)",N,51.54772,-0.569633,040000001280,Wexham Street,adj
"Stoke Poges, Khalsa Secondary Academy (Adj)",W,51.5482161,-0.5774653,040000000325,Stoke Poges,Adj
"Stoke Poges, Pennylets Green (adj)",N,51.550431,-0.584808,040000001416,Stoke Poges,adj
"Stoke Poges, Vine Road (adj)",N,51.554455,-0.58451,040000001418,Stoke Poges,adj
"Stoke Poges, Larchmoor Park (adj)",N,51.559406,-0.584154,040000001420,Stoke Poges,adj
"Stoke Poges, The Fox & Pheasant PH (adj)",N,51.561436,-0.584019,040000001422,Stoke Poges,adj
"Stoke Poges, Parkside Cemetery (o/s)",N,51.566137,-0.582372,040000001424,Stoke Poges,o/s
"Stoke Poges, Mount Hill Farm (adj)",NE,51.571585,-0.577802,040000001426,Stoke Poges,adj
"Gerrards Cross, Dukes Kiln Drive (Opp)",NE,51.575051,-0.569266,040000001428,Gerrards Cross,Opp
"Gerrards Cross, Hedgerley Lane (adj)",NE,51.577631,-0.56399,040000001430,Gerrards Cross,adj
"Gerrards Cross, Manor Lane (Opp)",NE,51.578777,-0.562871,040000001432,Gerrards Cross,Opp
"Gerrards Cross, Camp Road (adj)",NE,51.581744,-0.559905,040000001434,Gerrards Cross,adj
"Chalfont St Giles, Vache Lane (Eastbound)",NE,51.635013,-0.565054,040000002227,Chalfont St Giles,Eastbound
"Little Chalfont, Nightingales Lane (Opp)",N,51.661899,-0.569424,040000002594,Little Chalfont,Opp
"Little Chalfont, Cokes Lane (adj)",NW,51.667315,-0.566723,040000002618,Little Chalfont,adj
"Amersham, The White Lion PH (adj)",W,51.669919,-0.577559,040000002616,Amersham,adj
"Amersham, Chiltern Heights (opp)",W,51.670404,-0.579727,040000002614,Amersham,opp
"Amersham, The Pineapple PH (o/s)",W,51.671208,-0.583708,040000002612,Amersham,o/s
"Amersham, Village Hall (opp)",W,51.671894,-0.586969,040000002610,Amersham,opp
"Amersham, Blackhorse Bridge (Opp)",W,51.672548,-0.591259,040000002608,Amersham,Opp
"Gerrards Cross, Gaviots Green (adj)",S,51.576339,-0.551042,040000001299,Gerrards Cross,adj
"Gerrards Cross, St Hubert's Close (opp)",S,51.573117,-0.550134,040000001297,Gerrards Cross,opp
"Gerrards Cross, Fulmer Drive (Opp)",SW,51.568595,-0.550206,040000001295,Gerrards Cross,Opp
"Gerrards Cross, Oldhouse Farm (adj)",SW,51.5661,-0.552089,040000001293,Gerrards Cross,adj
"Fulmer, Old Post Office (adj)",SW,51.562391,-0.556838,040000001291,Fulmer,adj
"Fulmer, The Black Horse PH (adj)",SW,51.56098,-0.561297,040000001289,Fulmer,adj
"Fulmer, Windmill Road (Southbound)",S,51.558281,-0.564844,040000001287,Fulmer,Southbound
"Fulmer, Fulmer Common Road (adj)",S,51.556597,-0.566066,040000001285,Fulmer,adj
"Fulmer, Mill House Farm (Opp)",S,51.552081,-0.567448,040000001283,Fulmer,Opp
"Wexham Street, Fulmer Grange (adj)",S,51.55036,-0.567906,040000001281,Wexham Street,adj
"Wexham Street, Hollybush Hill (Opp)",S,51.548291,-0.569283,040000001279,Wexham Street,Opp
"Stoke Poges, Sefton Park (adj)",S,51.548221,-0.585049,040000001415,Stoke Poges,adj
"Stoke Poges, Decies Way (Opp)",S,51.54449,-0.58655,040000001413,Stoke Poges,Opp
"Stoke Poges, Rogers Lane South (Opp)",S,51.5425,-0.587808,040000001411,Stoke Poges,Opp
"Stoke Poges, Church Lane (Opp)",S,51.538568,-0.586156,040000001409,Stoke Poges,Opp
"Stoke Poges, Park Road (Opp)",S,51.535908,-0.585561,040000001407,Stoke Poges,Opp
"Stoke Poges, Stoke House (adj)",S,51.532814,-0.585441,040000001405,Stoke Poges,adj
"Stoke Poges, Wexham Roundabout (adj)",E,51.53087,-0.579374,040000001450,Stoke Poges,adj
"Stoke Poges, Sefton Park (opp)",N,51.54737,-0.585292,040000001414,Stoke Poges,opp
"Fulmer, The Black Horse PH (opp)",NE,51.561289,-0.560811,040000001290,Fulmer,opp
"Stoke Poges, Stoke House (opp)",N,51.532331,-0.585657,040000001404,Stoke Poges,opp
"Stoke Poges, Park Road (adj)",N,51.535408,-0.585822,040000001406,Stoke Poges,adj
"Stoke Poges, Church Lane (adj)",N,51.538252,-0.586036,040000001408,Stoke Poges,adj
"Stoke Poges, Rogers Lane South (adj)",N,51.543084,-0.587761,040000001410,Stoke Poges,adj
"Stoke Poges, Decies Way (adj)",N,51.545401,-0.586074,040000001412,Stoke Poges,adj
"Wexham Street, Fulmer Grange (Opp)",N,51.54949,-0.568813,040000001282,Wexham Street,Opp
"Fulmer, Mill House Farm (adj)",N,51.552441,-0.567466,040000001284,Fulmer,adj
"Fulmer, Fulmer Common Road (Opp)",N,51.556652,-0.566194,040000001286,Fulmer,Opp
"Fulmer, Windmill Road (Northbound)",N,51.558531,-0.564721,040000001288,Fulmer,Northbound
"Fulmer, Old Post Office (Opp)",NE,51.562299,-0.557403,040000001292,Fulmer,Opp
"Gerrards Cross, Oldhouse Farm (Opp)",NE,51.56612,-0.552247,040000001294,Gerrards Cross,Opp
"Gerrards Cross, Fulmer Drive (adj)",N,51.569041,-0.549903,040000001360,Gerrards Cross,adj
"Gerrards Cross, St Hubert's Close (adj)",N,51.573137,-0.550292,040000001296,Gerrards Cross,adj
"Gerrards Cross, Gaviots Green (opp)",N,51.577031,-0.551756,040000001298,Gerrards Cross,opp
"Hazlemere, The Warren (opp)",NW,51.658966,-0.714771,040000002898,Hazlemere,opp
"Hazlemere, Cedar Avenue (adj)",N,51.659404,-0.717867,040000003076,Hazlemere,adj
"Hazlemere, Roberts Ride (opp)",N,51.660456,-0.717838,040000002899,Hazlemere,opp
"Widmer End, Western Dene (o/s 52)",SE,51.661125,-0.712368,040000003722,Widmer End,o/s 52
"Tylers Green, William Ramsay School (Opp)",S,51.647739,-0.710174,040000003139,Tylers Green,Opp
"Tylers Green, Pine Walk (adj)",SE,51.646586,-0.707562,040000003141,Tylers Green,adj
"Tylers Green, Rose Avenue Shops (opp)",SE,51.64433,-0.703565,040000003143,Tylers Green,opp
"Tylers Green, Curzon Avenue (opp 32)",E,51.646234,-0.698481,040000003145,Tylers Green,opp 32
"Tylers Green, Hazlemere Road (Southbound)",S,51.645881,-0.696641,040000003147,Tylers Green,Southbound
"Tylers Green, Coppice Farm Road (Opp)",S,51.643255,-0.695054,040000003149,Tylers Green,Opp
"Tylers Green, Potters Cross (Westbound)",W,51.639315,-0.694055,040000003151,Tylers Green,Westbound
"Penn, Hillcroft Road (Opp)",SW,51.638109,-0.698005,040000003153,Penn,Opp
"Penn, Church Road (o/s 8)",E,51.636477,-0.700884,040000003155,Penn,o/s 8
"Penn, School Road (o/s 1)",E,51.635505,-0.694323,040000003157,Penn,o/s 1
"Penn, The Pond (adj)",E,51.634913,-0.691219,040000003961,Penn,adj
"Knotty Green, The Red Lion PH (opp)",S,51.622522,-0.654551,040000002206,Knotty Green,opp
"Beaconsfield, Waitrose (Stop F)",SE,51.611977,-0.646977,040000001224,Beaconsfield,Stop F
"Beaconsfield, Post Office (Stop C)",SE,51.610803,-0.645784,040000001222,Beaconsfield,Stop C
"Beaconsfield, High School (Opp)",SW,51.603585,-0.642894,040000001198,Beaconsfield,Opp
"Beaconsfield, High School (o/s)",NE,51.60365,-0.643022,040000001199,Beaconsfield,o/s
"Beaconsfield, Post Office (Stop E)",NW,51.610679,-0.645918,040000001221,Beaconsfield,Stop E
"Beaconsfield, Waitrose (Stop A)",NW,51.611871,-0.647182,040000001223,Beaconsfield,Stop A
"Knotty Green, The Red Lion PH (Opp)",N,51.621816,-0.654152,040000002205,Knotty Green,Opp
"Penn, The Pond (Opp)",NW,51.634806,-0.691323,040000003159,Penn,Opp
"Penn, School Road (o/s 10)",W,51.635416,-0.694369,040000003154,Penn,o/s 10
"Penn, New Road (o/s 84)",NE,51.636897,-0.701407,040000003152,Penn,o/s 84
"Penn, Hillcroft Road (adj)",NE,51.638059,-0.698383,040000003150,Penn,adj
"Tylers Green, Potters Cross (Eastbound)",E,51.639517,-0.69363,040000003148,Tylers Green,Eastbound
"Tylers Green, Coppice Farm Road (adj)",N,51.643963,-0.695612,040000003146,Tylers Green,adj
"Tylers Green, Hazlemere Road (Northbound)",N,51.645547,-0.696549,040000003144,Tylers Green,Northbound
"Tylers Green, Curzon Avenue (o/s 42)",W,51.646255,-0.697974,040000003142,Tylers Green,o/s 42
"Tylers Green, Rose Avenue Shops (o/s)",SW,51.64401,-0.701522,040000003140,Tylers Green,o/s
"Tylers Green, Pine Walk (Opp)",NW,51.646114,-0.707185,040000003138,Tylers Green,Opp
"Higher Denham, Community Centre (o/s)",E,51.57859,-0.515844,040000001350,Higher Denham,o/s
"Denham, Old Rectory Lane (adj)",N,51.575298,-0.503929,040000001312,Denham,adj
"Denham Green, Tilehouse Lane (NW-bound)",NW,51.578129,-0.505885,040000001352,Denham Green,NW-bound
"Denham Green, Alex Korda House (adj)",NE,51.582274,-0.505908,040000001355,Denham Green,adj
"Denham Green, Tilehouse Combined School (adj)",NE,51.583279,-0.505038,040000001354,Denham Green,adj
"Denham Green, Wyatts Covert (adj)",S,51.593466,-0.508847,040000001351,Denham Green,adj
"Denham Green, Garden Village (o/s)",N,51.585118,-0.501697,040000001356,Denham Green,o/s
"Denham Green, Penn Drive (Opp 11)",S,51.581569,-0.502799,040000001317,Denham Green,Opp 11
"Denham, Station Parade (adj)",SW,51.579593,-0.500165,040000001313,Denham,adj
"Denham, Old Rectory Lane (Opp)",S,51.575206,-0.503787,040000001311,Denham,Opp
"Denham, Village Road (adj)",S,51.5713,-0.504882,040000001309,Denham,adj
"Denham, Cheapside Lane (Northbound)",N,51.568798,-0.501934,040000001363,Denham,Northbound
"Denham, Ashmead Lane (northbound)",NW,51.571128,-0.501309,040000001364,Denham,northbound
"Denham, Memorial Hall (Opp)",NW,51.57188,-0.501795,040000001357,Denham,Opp
"Denham, St Mary's Church (adj)",SE,51.572197,-0.496988,040000001361,Denham,adj
"Denham, Priory Close (adj)",S,51.565112,-0.497785,040000001359,Denham,adj
"Denham, Priory Close (Opp)",N,51.56506,-0.497931,040000001349,Denham,Opp
"Denham, St Mary's Church (Opp)",NW,51.5723,-0.497317,040000001362,Denham,Opp
"Denham, Memorial Hall (adj)",SW,51.571902,-0.502049,040000001358,Denham,adj
"Denham, Village Road (Opp)",N,51.571725,-0.505085,040000001310,Denham,Opp
"Richings Park, Thorney Lane South (Adj somerset way)",N,51.504997,-0.502553,040000005037,Richings Park,Adj somerset way
"Richings Park, Bathurst Walk (Northbound)",N,51.507773,-0.504355,040000001843,Richings Park,Northbound
"Iver, The Fox & Pheasant PH (adj)",N,51.516663,-0.503458,040000001847,Iver,adj
"Iver, Tower House (o/s)",NE,51.519765,-0.510505,040000001846,Iver,o/s
"Iver, Croft House (adj)",E,51.522332,-0.514371,040000001850,Iver,adj
"Iver, Junior School (adj)",E,51.520928,-0.513566,040000001813,Iver,adj
"Iver, King's Church (Opp)",E,51.520735,-0.508283,040000001815,Iver,Opp
"Iver, Chequers Orchard (Opp)",E,51.520621,-0.507119,040000001845,Iver,Opp
"Iver, Iver Lane (Northbound)",NE,51.527007,-0.492494,040000001849,Iver,Northbound
"Cowley, Station Road Cowley (Stop BS)",N,51.529765423398224,-0.48204109958765934,490012611N,Cowley,Stop BS
"Cowley, Ferndale Crescent (Stop BT)",N,51.53485124585539,-0.4824486657286747,490006802N,Cowley,Stop BT
"Uxbridge Moor, Cowley Mill Road (Stop BX)",N,51.5383568502022,-0.4823464964299575,490005688N,Uxbridge Moor,Stop BX
"Uxbridge, Whitehall School (Stop J)",N,51.54109490878079,-0.48199585423744035,490014592N,Uxbridge,Stop J
"Uxbridge, Crown Walk (Stop P)",N,51.545543676441646,-0.48251121350978593,490005845P,Uxbridge,Stop P
"Iver Heath, The Black Horse PH (adj)",NW,51.537817,-0.515857,040000001838,Iver Heath,adj
"Iver Heath, Trewarden Avenue (adj)",NW,51.540925,-0.518424,040000001836,Iver Heath,adj
"Iver Heath, St David's Close (adj)",NW,51.542723,-0.519807,040000001834,Iver Heath,adj
"Iver Heath, The Parkway (opp)",SW,51.539431,-0.524573,040000001832,Iver Heath,opp
"Iver Heath, British Legion (adj)",SW,51.536879,-0.527725,040000001830,Iver Heath,adj
"Iver, Langley Park Road (Eastbound)",E,51.519358,-0.521732,040000001809,Iver,Eastbound
"Iver, Post Office (adj)",NE,51.520114,-0.516764,040000001811,Iver,adj
"Uxbridge, Uxbridge High Street (Stop B)",N,51.54796475344963,-0.48129129599355625,490013969B,Uxbridge,Stop B
"Uxbridge, Crown Walk (Stop Q)",S,51.545767077308476,-0.48240282964100895,490010686Q,Uxbridge,Stop Q
"Uxbridge, Hinton Road (Stop V)",S,51.54296804201151,-0.48151532338394215,490008257S,Uxbridge,Stop V
"Uxbridge, Whitehall School (Stop U)",S,51.54058839676345,-0.48176756476350985,490014592S,Uxbridge,Stop U
"Uxbridge Moor, Cowley Mill Road (Stop BU)",S,51.5383167952563,-0.4820306021640825,490005688S,Uxbridge Moor,Stop BU
"Cowley, Ferndale Crescent (Stop BV)",S,51.53340245907473,-0.48236708178296034,490006802S,Cowley,Stop BV
"Cowley, Station Road Cowley (Stop BW)",S,51.529844080220094,-0.48186548315215444,490012611S,Cowley,Stop BW
"Cowley, Iver Lane (Stop BQ)",W,51.52962618192906,-0.48379014373712725,490016045W,Cowley,Stop BQ
"Iver, Iver Lane (Opp 30)",SW,51.526906,-0.492296,040000001800,Iver,Opp 30
"Iver, King's Church (adj)",W,51.520605,-0.508676,040000001816,Iver,adj
"Iver, The Fox & Pheasant PH (opp)",S,51.517281,-0.503322,040000001848,Iver,opp
"Richings Park, Richings Park (Southbound)",S,51.507782,-0.50402,040000001844,Richings Park,Southbound
"Richings Park, Thorney Lane South ()",S,51.5049263,-0.5024098,040000005040,Richings Park,
"Iver, Post Office (Opp)",W,51.519953,-0.516827,040000001812,Iver,Opp
"Iver, Langley Park Road (Westbound)",W,51.519235,-0.521938,040000001810,Iver,Westbound
"Iver Heath, The Parkway (adj)",NE,51.540479,-0.523701,040000001831,Iver Heath,adj
"Iver Heath, St David's Close (Opp)",SE,51.541759,-0.518988,040000001833,Iver Heath,Opp
"Iver Heath, The Black Horse PH (Opp)",SE,51.537317,-0.515412,040000001837,Iver Heath,Opp
"Beaconsfield, Whipass Hill (Westbound)",W,51.616324,-0.632591,040000001196,Beaconsfield,Westbound
"Beaconsfield, Wilton Road (adj)",W,51.615647,-0.64005,040000001194,Beaconsfield,adj
"Beaconsfield, Sandelswood End (Opp)",W,51.615012,-0.644315,040000001192,Beaconsfield,Opp
"Beaconsfield, Penn Road (o/s 2)",W,51.613861,-0.647397,040000001190,Beaconsfield,o/s 2
"Loudwater, Station Road (Opp 32)",SW,51.606721,-0.700752,040000003833,Loudwater,Opp 32
"Flackwell Heath, Swains Lane (o/s 28a)",SW,51.602673,-0.707871,040000003887,Flackwell Heath,o/s 28a
"Flackwell Heath, The Stag PH (o/s)",NW,51.604725,-0.717083,040000003866,Flackwell Heath,o/s
"Flackwell Heath, Rugwood Road (Opp)",NW,51.605426,-0.718709,040000003893,Flackwell Heath,Opp
"Flackwell Heath, Bucks College Group (Westbound)",NW,51.606326,-0.722049,040000003868,Flackwell Heath,Westbound
"High Wycombe, St Michael's School (adj)",W,51.618478,-0.753413,040000003424,High Wycombe,adj
"High Wycombe, Marlow Hill Schools (Stop 4)",NE,51.619166,-0.760646,040000003939,High Wycombe,Stop 4
"High Wycombe, Marlow Hill Schools (Stop 3)",NE,51.618497,-0.761964,040000003420,High Wycombe,Stop 3
"High Wycombe, St Michael's School (Opp)",E,51.618539,-0.753209,040000003435,High Wycombe,Opp
"High Wycombe, Pine Trees ()",SE,51.616355,-0.7483,040000005024,High Wycombe,
"Flackwell Heath, Bucks College Group (Eastbound)",SE,51.606331,-0.721731,040000003872,Flackwell Heath,Eastbound
"Flackwell Heath, Rugwood Road (adj)",SE,51.605699,-0.719005,040000003892,Flackwell Heath,adj
"Flackwell Heath, The Stag PH (Opp)",SE,51.604686,-0.716795,040000003878,Flackwell Heath,Opp
"Flackwell Heath, Swains Lane (o/s 41)",NE,51.602997,-0.707067,040000003884,Flackwell Heath,o/s 41
"Loudwater, Station Road (o/s 36)",NE,51.606697,-0.700998,040000003812,Loudwater,o/s 36
"Beaconsfield, Penn Road (o/s 3)",E,51.614013,-0.647292,040000001189,Beaconsfield,o/s 3
"Beaconsfield, Sandelswood End (adj)",E,51.61499,-0.644735,040000001191,Beaconsfield,adj
"Beaconsfield, Wilton Road (Opp)",E,51.615724,-0.64051,040000001193,Beaconsfield,Opp
"Beaconsfield, Wilton Place (adj)",E,51.615947,-0.635708,040000001195,Beaconsfield,adj
"Booker, Westwood (adj)",W,51.612974,-0.789367,040000003380,Booker,adj
"Booker, Westwood (Opp)",E,51.613032,-0.788933,040000003393,Booker,Opp
"Twyford, Twyford Station (Adj)",E,51.4752,-0.863,035091120002,Twyford,Adj
"Wokingham, Wokingham Station Interchange (Stop 2)",NW,51.41233,-0.84312,035059890002,Wokingham,Stop 2
"Bigshotte Park, Johnson & Johnson (opp)",W,51.38425,-0.79579,035059740002,Bigshotte Park,opp
"Bigshotte Park, Johnson & Johnson (adj)",E,51.38393,-0.79946,035059740001,Bigshotte Park,adj
"Wokingham Town Centre, Broad Street (Stop B)",W,51.41108,-0.83539,035075400003,Wokingham Town Centre,Stop B
"Oxford City Centre, Gloucester Green Bus Station (Bay 5)",,51.75394,-1.26251,34000000005,Oxford City Centre,Bay 5
"Oxford City Centre, Westgate (Stop S4)",E,51.74871,-1.26193,340001989S4,Oxford City Centre,Stop S4
"Oxford City Centre, Speedwell Street (Stop S2)",E,51.74847,-1.25802,340001989S2,Oxford City Centre,Stop S2
"Oxford City Centre, Queens Lane (Stop K5)",E,51.75272,-1.2507,340001992K5,Oxford City Centre,Stop K5
"St Clements, St Clements Street (Stop B)",E,51.75061,-1.23995,340001317OUT,St Clements,Stop B
"Headington, Brookes University (Stop B3)",NE,51.75605,-1.22461,340001313EAS,Headington,Stop B3
"Headington, Headington Shops (Stop HS5)",NE,51.76064,-1.20944,340001309COO,Headington,Stop HS5
"Headington, Green Road Roundabout (E-bound)",E,51.76263,-1.19906,340001310NRC,Headington,E-bound
"Thornhill Park & Ride, Thornhill Park and Ride (Stop D)",N,51.76198,-1.18114,340000009PR4,Thornhill Park & Ride,Stop D
"Lewknor, Lewknor Turn M40 J6 (Stop B)",NE,51.67327,-0.95874,340001811CHN,Lewknor,Stop B
"High Wycombe, Coachway (Stand B)",,51.614148,-0.764003,040000000902,High Wycombe,Stand B
"Heathrow Airport Terminal 5, Heathrow Terminal 5 (Stand 10)",S,51.47136871570557,-0.48958085970509985,49001643010,Heathrow Airport Terminal 5,Stand 10
"Sipson, Newbury Road  Compass Centre (Stop BU)",E,51.4810970087968,-0.46592935587855644,490010197E,Sipson,Stop BU
"Heathrow Airport, Heathrow Central Bus Station (Stand 15)",SW,51.471103575731135,-0.4540548733412102,49000801615,Heathrow Airport,Stand 15
"Gatwick Airport, South Terminal Coach Station (Stand 2)",N,51.1568810,-0.1595530,4400CY0361,Gatwick Airport,Stand 2
"Gatwick Airport, North Terminal Bus Station (Stop 4)",N,51.160485,-0.176657,4400CY0375,Gatwick Airport,Stop 4
"Sipson, Newport Road (Stop BS)",N,51.48033031136206,-0.4595753859086686,490010245N,Sipson,Stop BS
"Harmondsworth, Compass Centre (Stop BW)",W,51.48149419636875,-0.4694875947410497,490005530W,Harmondsworth,Stop BW
"Lewknor, Lewknor Turn M40 J6 (Stop A)",NE,51.67149,-0.96348,340001811WAT,Lewknor,Stop A
"Thornhill Park & Ride, Thornhill Park and Ride (Stop C)",N,51.76166,-1.18103,340000009PR3,Thornhill Park & Ride,Stop C
"Headington, Gladstone Road (adj)",W,51.76197,-1.20325,340001308CNR,Headington,adj
"Headington, Headington Shops (Stop HS4)",SW,51.76027,-1.21039,340001309COI,Headington,Stop HS4
"Headington, Brookes University (Stop B4)",SW,51.75531,-1.22715,340001313WES,Headington,Stop B4
"St Clements, St Clements Street (Stop C)",W,51.75018,-1.24205,340001126DAW,St Clements,Stop C
"Oxford City Centre, Queens Lane (Stop J1)",W,51.75259,-1.25087,340001992J1,Oxford City Centre,Stop J1
"Oxford City Centre, St Aldates (Stop H5)",S,51.75027,-1.25676,340000004H5,Oxford City Centre,Stop H5
"Slough Town Centre, Slough Bus Station (Bay 6)",,51.511399,-0.59286,03700526,Slough Town Centre,Bay 6
"High Wycombe, High Wycombe BusStn (Bay 18)",,51.631527,-0.75609,040000002968,High Wycombe,Bay 18
"Slough Town Centre, Slough Bus Station (Bay 8)",,51.511479,-0.592843,03700528,Slough Town Centre,Bay 8
"Heathrow Airport Terminal 5, Heathrow Terminal 5 (Stand 8)",S,51.47184148672261,-0.4899828009406426,4900164309,Heathrow Airport Terminal 5,Stand 8
"Studley Green, Dashwood Hill (Westbound)",W,51.648476,-0.856934,040000002904,Studley Green,Westbound
"High Wycombe, High Wycombe BusStn (Bay 15)",,51.631456,-0.756222,040000002965,High Wycombe,Bay 15
"High Wycombe, Downley Turn (adj)",SE,51.640128,-0.781477,040000003326,High Wycombe,adj
"High Wycombe, Railway Bridge (adj)",SE,51.641282,-0.785247,040000003328,High Wycombe,adj
"West Wycombe, Park Farm Road (Opp)",SE,51.64226,-0.788516,040000003330,West Wycombe,Opp
"West Wycombe, Beechwood Road (adj)",SE,51.643972,-0.794121,040000003332,West Wycombe,adj
"High Wycombe, Railway Bridge (Opp)",NW,51.641119,-0.785106,040000003337,High Wycombe,Opp
"West Wycombe, Park Farm Road (adj)",NW,51.642068,-0.788217,040000003339,West Wycombe,adj
"West Wycombe, Beechwood Road (Opp)",NW,51.643911,-0.79431,040000003341,West Wycombe,Opp
"West Wycombe, Village Hall (Opp)",E,51.64472,-0.801313,040000003444,West Wycombe,Opp
"Piddington, Piddington Turn (Eastbound)",E,51.639965,-0.822754,040000003446,Piddington,Eastbound
"Piddington, King Street (Opp)",E,51.64031,-0.829436,040000003448,Piddington,Opp
"Piddington, The Dashwood Arms PH (Opp)",E,51.641468,-0.833756,040000003452,Piddington,Opp
"Studley Green, Dashwood Hill (Eastbound)",E,51.648907,-0.85779,040000003454,Studley Green,Eastbound
"Piddington, Piddington Turn (Westbound)",W,51.63985,-0.822974,040000003455,Piddington,Westbound
"Studley Green, The Studley Arms (o/s)",E,51.649944,-0.860843,040000003456,Studley Green,o/s
"Piddington, King Street (adj)",W,51.640091,-0.829124,040000003457,Piddington,adj
"Studley Green, St Francis Road (Adj)",E,51.650906,-0.864577,040000003458,Studley Green,Adj
"Stokenchurch, Bates Industrial Estate (opp)",SE,51.658962,-0.898582,040000003460,Stokenchurch,opp
"Piddington, The Dashwood Arms PH (o/s)",W,51.641406,-0.833873,040000003461,Piddington,o/s
"Stokenchurch, Medical Centre (Opp)",E,51.661535,-0.909319,040000003462,Stokenchurch,Opp
"Stokenchurch, Wycombe Road (Eastbound)",E,51.65711,-0.888088,040000003464,Stokenchurch,Eastbound
"Studley Green, St Francis Road (Opp)",W,51.65065,-0.864179,040000003465,Studley Green,Opp
"Stokenchurch, Wycombe Road (Westbound)",W,51.657015,-0.887512,040000003467,Stokenchurch,Westbound
"Stokenchurch, The King's Arms Hotel (o/s)",E,51.660168,-0.901487,040000003468,Stokenchurch,o/s
"Stokenchurch, Bates Industrial Estate (adj)",NW,51.65891,-0.898742,040000003471,Stokenchurch,adj
"Stokenchurch, The King's Arms Hotel (Opp)",W,51.660232,-0.902628,040000003473,Stokenchurch,Opp
"Stokenchurch, Medical Centre (o/s)",W,51.661248,-0.908386,040000003475,Stokenchurch,o/s
"Stokenchurch, Marlow Road (Southbound)",SE,51.657091,-0.896487,040000003486,Stokenchurch,Southbound
"Stokenchurch, Marcourt Road (Opp)",SE,51.653711,-0.893751,040000003488,Stokenchurch,Opp
"Stokenchurch, Jubilee Road (Opp)",NE,51.652968,-0.892236,040000003490,Stokenchurch,Opp
"Stokenchurch, Marlow Road (Northbound)",NW,51.657328,-0.896843,040000003493,Stokenchurch,Northbound
"Stokenchurch, Marcourt Road (adj)",NW,51.653042,-0.893391,040000003495,Stokenchurch,adj
"Stokenchurch, Jubilee Road (adj)",SW,51.652985,-0.892091,040000003512,Stokenchurch,adj
"Stokenchurch, New Road (o/s 35)",SW,51.655419,-0.889907,040000003514,Stokenchurch,o/s 35
"Stokenchurch, New Road (o/s 14)",NE,51.655875,-0.889621,040000003517,Stokenchurch,o/s 14
"West Wycombe, The Swan Inn (adj)",W,51.644544,-0.80337,040000003753,West Wycombe,adj
"Stokenchurch, Tower Farm (adj)",SE,51.662057,-0.915148,040000003916,Stokenchurch,adj
"Stokenchurch, Aston Hill (Eastbound)",SE,51.667037,-0.922881,040000003918,Stokenchurch,Eastbound
"Chinnor, Springfield Gardens (opp)",SW,51.70557,-0.91003,340000041OSP,Chinnor,opp
"Chinnor, Springfield Gardens (adj)",NE,51.70539,-0.91094,340000041SPG,Chinnor,adj
"Thame, Sycamore Drive (opp)",E,51.74833,-0.98818,340000115OUS,Thame,opp
"Thame, Lord Williams Upper School (inside)",W,51.74706,-0.99439,340000115WLS,Thame,inside
"Thame, Sycamore Drive (adj)",W,51.748,-0.98908,340000115WUS,Thame,adj
"Kingston Blount, The Cherry Tree (o/s)",SW,51.68844,-0.9326,340000436CHT,Kingston Blount,o/s
"Kingston Blount, The Cherry Tree (opp)",NE,51.68855,-0.93261,340000436OCH,Kingston Blount,opp
"Crowell, St Marys Church (o/s)",SW,51.69096,-0.92593,340000437CHU,Crowell,o/s
"Kingston Blount, Pleck Lane (adj)",E,51.68927,-0.93166,340000437HST,Kingston Blount,adj
"Crowell, St Marys Church (opp)",NE,51.691,-0.9261,340000437OPP,Crowell,opp
"Sydenham, The Inn at Emmington (o/s)",NW,51.71439,-0.93373,340000518INN,Sydenham,o/s
"Sydenham, The Inn at Emmington (opp)",SE,51.71444,-0.93357,340000518OIN,Sydenham,opp
"Thame, Town Hall (opp)",NW,51.74771,-0.97891,340000749OPP,Thame,opp
"Thame, Town Hall (o/s)",SE,51.7475,-0.97837,340000749TH,Thame,o/s
"Thame, Police Station (o/s)",NW,51.74975,-0.9777,340001616OUT,Thame,o/s
"Thame, Health Centre (opp)",E,51.74549,-0.96717,340001619OPP,Thame,opp
"Thame, Health Centre (o/s)",W,51.74516,-0.96939,340001619OUT,Thame,o/s
"Thame, Upper High Street (NW-bound)",NW,51.74596,-0.97582,340001621NEL,Thame,NW-bound
"Chinnor, Chiltern Hill Garage (opp)",SW,51.69902,-0.91369,340001625OPP,Chinnor,opp
"Chinnor, Chiltern Hill Garage (o/s)",NE,51.69905,-0.91383,340001625OUT,Chinnor,o/s
"Chinnor, Village Hall (opp)",NE,51.70143,-0.90816,340001626OPP,Chinnor,opp
"Chinnor, Village Hall (o/s)",SW,51.70132,-0.90819,340001626OUT,Chinnor,o/s
"Chinnor, The Village Centre (opp)",S,51.70277,-0.90519,340001627OPP,Chinnor,opp
"Chinnor, The Village Centre (o/s)",N,51.70282,-0.90538,340001627OUT,Chinnor,o/s
"Chinnor, Glimbers Green (opp)",NE,51.69823,-0.91562,340001642OPP,Chinnor,opp
